(Epoch 0 / 14)
(Iteration 260 / 490) loss:0.175467
(Iteration 261 / 490) loss:0.176804
(Iteration 262 / 490) loss:0.198228
(Iteration 263 / 490) loss:0.195734
(Iteration 264 / 490) loss:0.199029
(Iteration 265 / 490) loss:0.195481
(Iteration 266 / 490) loss:0.191825
(Iteration 267 / 490) loss:0.195292
(Iteration 268 / 490) loss:0.195899
(Iteration 269 / 490) loss:0.199348
(Iteration 270 / 490) loss:0.193384
(Iteration 271 / 490) loss:0.199415
(Iteration 272 / 490) loss:0.206358
(Iteration 273 / 490) loss:0.189128
(Iteration 274 / 490) loss:0.203229
(Iteration 275 / 490) loss:0.190831
(Iteration 276 / 490) loss:0.197764
(Iteration 277 / 490) loss:0.19236
(Iteration 278 / 490) loss:0.197445
(Iteration 279 / 490) loss:0.188954
(Iteration 280 / 490) loss:0.208052
(Iteration 281 / 490) loss:0.200496
(Iteration 282 / 490) loss:0.199876
(Iteration 283 / 490) loss:0.187668
(Iteration 284 / 490) loss:0.192085
(Iteration 285 / 490) loss:0.199587
(Iteration 286 / 490) loss:0.187463
(Iteration 287 / 490) loss:0.192595
(Iteration 288 / 490) loss:0.183688
(Iteration 289 / 490) loss:0.183302
(Iteration 290 / 490) loss:0.20422
(Iteration 291 / 490) loss:0.193302
(Iteration 292 / 490) loss:0.193019
(Iteration 293 / 490) loss:0.192561
(Iteration 294 / 490) loss:0.196709
(Iteration 295 / 490) loss:0.189285
(Iteration 296 / 490) loss:0.200848
(Iteration 297 / 490) loss:0.186678
(Iteration 298 / 490) loss:0.194514
(Iteration 299 / 490) loss:0.185056
(Iteration 300 / 490) loss:0.184516
(Iteration 301 / 490) loss:0.194785
(Iteration 302 / 490) loss:0.192424
(Iteration 303 / 490) loss:0.18867
(Iteration 304 / 490) loss:0.197349
(Iteration 305 / 490) loss:0.194269
(Iteration 306 / 490) loss:0.20871
(Iteration 307 / 490) loss:0.205354
(Iteration 308 / 490) loss:0.201102
(Iteration 309 / 490) loss:0.180093
(Iteration 310 / 490) loss:0.186257
(Iteration 311 / 490) loss:0.20532
(Iteration 312 / 490) loss:0.202733
(Iteration 313 / 490) loss:0.188059
(Iteration 314 / 490) loss:0.203492
(Iteration 315 / 490) loss:0.190379
(Iteration 316 / 490) loss:0.198116
(Iteration 317 / 490) loss:0.191134
(Iteration 318 / 490) loss:0.207048
(Iteration 319 / 490) loss:0.196181
(Iteration 320 / 490) loss:0.194082
(Iteration 321 / 490) loss:0.18662
(Iteration 322 / 490) loss:0.204464
(Iteration 323 / 490) loss:0.185465
(Iteration 324 / 490) loss:0.190931
(Iteration 325 / 490) loss:0.196298
(Iteration 326 / 490) loss:0.198468
(Iteration 327 / 490) loss:0.192699
(Iteration 328 / 490) loss:0.202824
(Iteration 329 / 490) loss:0.202947
(Iteration 330 / 490) loss:0.201723
(Iteration 331 / 490) loss:0.178853
(Iteration 332 / 490) loss:0.193009
(Iteration 333 / 490) loss:0.197753
(Iteration 334 / 490) loss:0.195417
(Iteration 335 / 490) loss:0.192715
(Iteration 336 / 490) loss:0.203029
(Iteration 337 / 490) loss:0.189569
(Iteration 338 / 490) loss:0.187986
(Iteration 339 / 490) loss:0.193259
(Iteration 340 / 490) loss:0.207943
(Iteration 341 / 490) loss:0.177609
(Iteration 342 / 490) loss:0.192073
(Iteration 343 / 490) loss:0.19076
(Iteration 344 / 490) loss:0.19413
(Iteration 345 / 490) loss:0.18822
(Iteration 346 / 490) loss:0.194558
(Iteration 347 / 490) loss:0.19225
(Iteration 348 / 490) loss:0.197982
(Iteration 349 / 490) loss:0.188902
(Iteration 350 / 490) loss:0.200415
(Iteration 351 / 490) loss:0.19222
(Iteration 352 / 490) loss:0.18574
(Iteration 353 / 490) loss:0.199501
(Iteration 354 / 490) loss:0.194075
(Iteration 355 / 490) loss:0.184585
(Iteration 356 / 490) loss:0.189997
(Iteration 357 / 490) loss:0.196435
(Iteration 358 / 490) loss:0.182611
(Iteration 359 / 490) loss:0.196241
(Iteration 360 / 490) loss:0.203979
(Iteration 361 / 490) loss:0.19163
(Iteration 362 / 490) loss:0.185908
(Iteration 363 / 490) loss:0.188648
(Iteration 364 / 490) loss:0.182692
(Iteration 365 / 490) loss:0.183272
(Iteration 366 / 490) loss:0.189847
(Iteration 367 / 490) loss:0.183096
(Iteration 368 / 490) loss:0.187242
(Iteration 369 / 490) loss:0.201948
(Iteration 370 / 490) loss:0.190847
(Iteration 371 / 490) loss:0.19123
(Iteration 372 / 490) loss:0.197881
(Iteration 373 / 490) loss:0.198565
(Iteration 374 / 490) loss:0.193271
(Iteration 375 / 490) loss:0.204089
(Iteration 376 / 490) loss:0.188283
(Iteration 377 / 490) loss:0.194743
(Iteration 378 / 490) loss:0.184448
(Iteration 379 / 490) loss:0.210968
(Iteration 380 / 490) loss:0.192194
(Iteration 381 / 490) loss:0.209947
(Iteration 382 / 490) loss:0.194189
(Iteration 383 / 490) loss:0.189693
(Iteration 384 / 490) loss:0.196154
(Iteration 385 / 490) loss:0.18135
(Iteration 386 / 490) loss:0.196671
(Iteration 387 / 490) loss:0.183796
(Iteration 388 / 490) loss:0.17568
(Iteration 389 / 490) loss:0.189732
(Iteration 390 / 490) loss:0.178597
(Iteration 391 / 490) loss:0.199763
(Iteration 392 / 490) loss:0.189858
(Iteration 393 / 490) loss:0.195234
(Iteration 394 / 490) loss:0.196762
(Iteration 395 / 490) loss:0.188994
(Iteration 396 / 490) loss:0.202269
(Iteration 397 / 490) loss:0.200188
(Iteration 398 / 490) loss:0.192345
(Iteration 399 / 490) loss:0.199722
(Iteration 400 / 490) loss:0.175824
(Iteration 401 / 490) loss:0.201398
(Iteration 402 / 490) loss:0.203151
(Iteration 403 / 490) loss:0.197915
(Iteration 404 / 490) loss:0.196071
(Iteration 405 / 490) loss:0.18554
(Iteration 406 / 490) loss:0.183647
(Iteration 407 / 490) loss:0.193592
(Iteration 408 / 490) loss:0.199291
(Iteration 409 / 490) loss:0.204653
(Iteration 410 / 490) loss:0.205293
(Iteration 411 / 490) loss:0.198372
(Iteration 412 / 490) loss:0.181798
(Iteration 413 / 490) loss:0.193729
(Iteration 414 / 490) loss:0.195227
(Iteration 415 / 490) loss:0.193316
(Iteration 416 / 490) loss:0.190567
(Iteration 417 / 490) loss:0.178942
(Iteration 418 / 490) loss:0.177141
(Iteration 419 / 490) loss:0.197682
(Iteration 420 / 490) loss:0.197009
(Iteration 421 / 490) loss:0.193849
(Iteration 422 / 490) loss:0.191552
(Iteration 423 / 490) loss:0.184786
(Iteration 424 / 490) loss:0.178191
(Iteration 425 / 490) loss:0.206746
(Iteration 426 / 490) loss:0.196545
(Iteration 427 / 490) loss:0.204287
(Iteration 428 / 490) loss:0.19356
(Iteration 429 / 490) loss:0.194056
(Iteration 430 / 490) loss:0.18198
(Iteration 431 / 490) loss:0.194168
(Iteration 432 / 490) loss:0.195022
(Iteration 433 / 490) loss:0.183355
(Iteration 434 / 490) loss:0.201346
(Iteration 435 / 490) loss:0.196013
(Iteration 436 / 490) loss:0.175396
(Iteration 437 / 490) loss:0.193828
(Iteration 438 / 490) loss:0.204418
(Iteration 439 / 490) loss:0.182169
(Iteration 440 / 490) loss:0.18647
(Iteration 441 / 490) loss:0.193031
(Iteration 442 / 490) loss:0.184211
(Iteration 443 / 490) loss:0.199002
(Iteration 444 / 490) loss:0.199281
(Iteration 445 / 490) loss:0.189759
(Iteration 446 / 490) loss:0.198995
(Iteration 447 / 490) loss:0.186051
(Iteration 448 / 490) loss:0.182698
(Iteration 449 / 490) loss:0.197444
(Iteration 450 / 490) loss:0.175178
(Iteration 451 / 490) loss:0.19387
(Iteration 452 / 490) loss:0.198136
(Iteration 453 / 490) loss:0.195774
(Iteration 454 / 490) loss:0.193225
(Iteration 455 / 490) loss:0.185335
(Iteration 456 / 490) loss:0.1944
(Iteration 457 / 490) loss:0.202409
(Iteration 458 / 490) loss:0.189044
(Iteration 459 / 490) loss:0.188229
(Iteration 460 / 490) loss:0.185353
(Iteration 461 / 490) loss:0.177361
(Iteration 462 / 490) loss:0.191165
(Iteration 463 / 490) loss:0.197182
(Iteration 464 / 490) loss:0.186273
(Iteration 465 / 490) loss:0.19807
(Iteration 466 / 490) loss:0.186123
(Iteration 467 / 490) loss:0.189255
(Iteration 468 / 490) loss:0.199484
(Iteration 469 / 490) loss:0.186756
(Iteration 470 / 490) loss:0.20761
(Iteration 471 / 490) loss:0.182888
(Iteration 472 / 490) loss:0.180052
(Iteration 473 / 490) loss:0.188864
(Iteration 474 / 490) loss:0.197154
(Iteration 475 / 490) loss:0.182156
(Iteration 476 / 490) loss:0.181558
(Iteration 477 / 490) loss:0.176693
(Iteration 478 / 490) loss:0.204359
(Iteration 479 / 490) loss:0.196294
(Iteration 480 / 490) loss:0.214679
(Iteration 481 / 490) loss:0.19484
(Iteration 482 / 490) loss:0.183697
(Iteration 483 / 490) loss:0.195835
(Iteration 484 / 490) loss:0.193128
(Iteration 485 / 490) loss:0.191275
(Iteration 486 / 490) loss:0.195584
(Iteration 487 / 490) loss:0.194001
(Iteration 488 / 490) loss:0.197725
(Iteration 489 / 490) loss:0.184897
training accuracy: 0.268857
validate accuracy: 0.337
(Epoch 1 / 14)
(Iteration 0 / 490) loss:0.195506
(Iteration 1 / 490) loss:0.182335
(Iteration 2 / 490) loss:0.174446
(Iteration 3 / 490) loss:0.184059
(Iteration 4 / 490) loss:0.178232
(Iteration 5 / 490) loss:0.181489
(Iteration 6 / 490) loss:0.19058
(Iteration 7 / 490) loss:0.189037
(Iteration 8 / 490) loss:0.199425
(Iteration 9 / 490) loss:0.174455
(Iteration 10 / 490) loss:0.177842
(Iteration 11 / 490) loss:0.185435
(Iteration 12 / 490) loss:0.182162
(Iteration 13 / 490) loss:0.179002
(Iteration 14 / 490) loss:0.183684
(Iteration 15 / 490) loss:0.185861
(Iteration 16 / 490) loss:0.184029
(Iteration 17 / 490) loss:0.192137
(Iteration 18 / 490) loss:0.181919
(Iteration 19 / 490) loss:0.20138
(Iteration 20 / 490) loss:0.204823
(Iteration 21 / 490) loss:0.173102
(Iteration 22 / 490) loss:0.201064
(Iteration 23 / 490) loss:0.179945
(Iteration 24 / 490) loss:0.181276
(Iteration 25 / 490) loss:0.197057
(Iteration 26 / 490) loss:0.185581
(Iteration 27 / 490) loss:0.189131
(Iteration 28 / 490) loss:0.17729
(Iteration 29 / 490) loss:0.192867
(Iteration 30 / 490) loss:0.182187
(Iteration 31 / 490) loss:0.198024
(Iteration 32 / 490) loss:0.18613
(Iteration 33 / 490) loss:0.19357
(Iteration 34 / 490) loss:0.192717
(Iteration 35 / 490) loss:0.180065
(Iteration 36 / 490) loss:0.196916
(Iteration 37 / 490) loss:0.17476
(Iteration 38 / 490) loss:0.184253
(Iteration 39 / 490) loss:0.202586
(Iteration 40 / 490) loss:0.183461
(Iteration 41 / 490) loss:0.183172
(Iteration 42 / 490) loss:0.195679
(Iteration 43 / 490) loss:0.191837
(Iteration 44 / 490) loss:0.193955
(Iteration 45 / 490) loss:0.176525
(Iteration 46 / 490) loss:0.181441
(Iteration 47 / 490) loss:0.17986
(Iteration 48 / 490) loss:0.193582
(Iteration 49 / 490) loss:0.188612
(Iteration 50 / 490) loss:0.201393
(Iteration 51 / 490) loss:0.207407
(Iteration 52 / 490) loss:0.193194
(Iteration 53 / 490) loss:0.174678
(Iteration 54 / 490) loss:0.185688
(Iteration 55 / 490) loss:0.180184
(Iteration 56 / 490) loss:0.176161
(Iteration 57 / 490) loss:0.191921
(Iteration 58 / 490) loss:0.182329
(Iteration 59 / 490) loss:0.183698
(Iteration 60 / 490) loss:0.183098
(Iteration 61 / 490) loss:0.173017
(Iteration 62 / 490) loss:0.197582
(Iteration 63 / 490) loss:0.184816
(Iteration 64 / 490) loss:0.195175
(Iteration 65 / 490) loss:0.17801
(Iteration 66 / 490) loss:0.199075
(Iteration 67 / 490) loss:0.183386
(Iteration 68 / 490) loss:0.190669
(Iteration 69 / 490) loss:0.187826
(Iteration 70 / 490) loss:0.179966
(Iteration 71 / 490) loss:0.188224
(Iteration 72 / 490) loss:0.173575
(Iteration 73 / 490) loss:0.195988
(Iteration 74 / 490) loss:0.183816
(Iteration 75 / 490) loss:0.189781
(Iteration 76 / 490) loss:0.190905
(Iteration 77 / 490) loss:0.183509
(Iteration 78 / 490) loss:0.192316
(Iteration 79 / 490) loss:0.182136
(Iteration 80 / 490) loss:0.176911
(Iteration 81 / 490) loss:0.181427
(Iteration 82 / 490) loss:0.18623
(Iteration 83 / 490) loss:0.197
(Iteration 84 / 490) loss:0.198031
(Iteration 85 / 490) loss:0.172456
(Iteration 86 / 490) loss:0.181092
(Iteration 87 / 490) loss:0.186966
(Iteration 88 / 490) loss:0.178119
(Iteration 89 / 490) loss:0.222896
(Iteration 90 / 490) loss:0.199086
(Iteration 91 / 490) loss:0.171869
(Iteration 92 / 490) loss:0.192928
(Iteration 93 / 490) loss:0.185943
(Iteration 94 / 490) loss:0.195268
(Iteration 95 / 490) loss:0.184806
(Iteration 96 / 490) loss:0.17838
(Iteration 97 / 490) loss:0.197596
(Iteration 98 / 490) loss:0.171916
(Iteration 99 / 490) loss:0.196966
(Iteration 100 / 490) loss:0.193165
(Iteration 101 / 490) loss:0.214734
(Iteration 102 / 490) loss:0.196616
(Iteration 103 / 490) loss:0.182796
(Iteration 104 / 490) loss:0.203415
(Iteration 105 / 490) loss:0.193885
(Iteration 106 / 490) loss:0.186048
(Iteration 107 / 490) loss:0.175074
(Iteration 108 / 490) loss:0.183266
(Iteration 109 / 490) loss:0.189907
(Iteration 110 / 490) loss:0.186427
(Iteration 111 / 490) loss:0.189585
(Iteration 112 / 490) loss:0.179267
(Iteration 113 / 490) loss:0.192812
(Iteration 114 / 490) loss:0.190767
(Iteration 115 / 490) loss:0.179407
(Iteration 116 / 490) loss:0.183637
(Iteration 117 / 490) loss:0.177739
(Iteration 118 / 490) loss:0.194608
(Iteration 119 / 490) loss:0.187943
(Iteration 120 / 490) loss:0.191675
(Iteration 121 / 490) loss:0.169678
(Iteration 122 / 490) loss:0.200574
(Iteration 123 / 490) loss:0.182053
(Iteration 124 / 490) loss:0.190815
(Iteration 125 / 490) loss:0.19131
(Iteration 126 / 490) loss:0.187237
(Iteration 127 / 490) loss:0.18535
(Iteration 128 / 490) loss:0.171019
(Iteration 129 / 490) loss:0.185751
(Iteration 130 / 490) loss:0.180948
(Iteration 131 / 490) loss:0.198433
(Iteration 132 / 490) loss:0.195203
(Iteration 133 / 490) loss:0.187725
(Iteration 134 / 490) loss:0.189378
(Iteration 135 / 490) loss:0.188515
(Iteration 136 / 490) loss:0.175098
(Iteration 137 / 490) loss:0.18538
(Iteration 138 / 490) loss:0.177477
(Iteration 139 / 490) loss:0.193156
(Iteration 140 / 490) loss:0.178776
(Iteration 141 / 490) loss:0.193346
(Iteration 142 / 490) loss:0.187752
(Iteration 143 / 490) loss:0.193319
(Iteration 144 / 490) loss:0.193899
(Iteration 145 / 490) loss:0.175212
(Iteration 146 / 490) loss:0.188141
(Iteration 147 / 490) loss:0.192568
(Iteration 148 / 490) loss:0.182965
(Iteration 149 / 490) loss:0.19653
(Iteration 150 / 490) loss:0.199374
(Iteration 151 / 490) loss:0.197467
(Iteration 152 / 490) loss:0.177754
(Iteration 153 / 490) loss:0.187281
(Iteration 154 / 490) loss:0.183531
(Iteration 155 / 490) loss:0.197757
(Iteration 156 / 490) loss:0.187654
(Iteration 157 / 490) loss:0.186405
(Iteration 158 / 490) loss:0.19568
(Iteration 159 / 490) loss:0.202646
(Iteration 160 / 490) loss:0.181256
(Iteration 161 / 490) loss:0.181624
(Iteration 162 / 490) loss:0.189893
(Iteration 163 / 490) loss:0.195284
(Iteration 164 / 490) loss:0.182973
(Iteration 165 / 490) loss:0.190256
(Iteration 166 / 490) loss:0.193757
(Iteration 167 / 490) loss:0.200167
(Iteration 168 / 490) loss:0.195163
(Iteration 169 / 490) loss:0.173204
(Iteration 170 / 490) loss:0.190929
(Iteration 171 / 490) loss:0.199205
(Iteration 172 / 490) loss:0.183165
(Iteration 173 / 490) loss:0.18978
(Iteration 174 / 490) loss:0.189679
(Iteration 175 / 490) loss:0.184827
(Iteration 176 / 490) loss:0.191335
(Iteration 177 / 490) loss:0.192019
(Iteration 178 / 490) loss:0.180805
(Iteration 179 / 490) loss:0.180547
(Iteration 180 / 490) loss:0.176887
(Iteration 181 / 490) loss:0.192033
(Iteration 182 / 490) loss:0.178094
(Iteration 183 / 490) loss:0.189174
(Iteration 184 / 490) loss:0.189847
(Iteration 185 / 490) loss:0.18113
(Iteration 186 / 490) loss:0.189711
(Iteration 187 / 490) loss:0.178756
(Iteration 188 / 490) loss:0.182109
(Iteration 189 / 490) loss:0.186523
(Iteration 190 / 490) loss:0.182577
(Iteration 191 / 490) loss:0.170616
(Iteration 192 / 490) loss:0.189125
(Iteration 193 / 490) loss:0.190311
(Iteration 194 / 490) loss:0.169685
(Iteration 195 / 490) loss:0.185117
(Iteration 196 / 490) loss:0.187279
(Iteration 197 / 490) loss:0.187554
(Iteration 198 / 490) loss:0.176439
(Iteration 199 / 490) loss:0.190396
(Iteration 200 / 490) loss:0.184633
(Iteration 201 / 490) loss:0.173906
(Iteration 202 / 490) loss:0.194206
(Iteration 203 / 490) loss:0.181986
(Iteration 204 / 490) loss:0.176958
(Iteration 205 / 490) loss:0.194119
